RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,target
32057,12117,117961,118368,120172,118838,240136,118599,118840,0
16245,50393,118374,118178,118301,117946,119154,292795,117948,0
13592,50409,117961,118052,119346,119795,121831,118839,119797,0
989,7212,117961,118300,124725,118784,117906,290919,118786,0
439,7814,117961,118315,121468,118523,117906,290919,118525,0
79175,14307,118582,118583,117938,118532,118532,19721,118534,0
16711,12597,117961,118418,118961,121177,169208,4386,121179,0
45402,7685,120402,120410,120038,117905,117906,290919,117908,0
20982,21063,117962,118299,123753,119849,166581,118638,119851,0
20697,4659,117961,118078,120388,121878,163415,118424,121880,0
31442,52991,117961,118214,119682,118784,118389,290919,118786,0
37665,38060,118165,118270,120042,118900,121092,297611,118902,0
76915,15116,117961,118322,121877,118785,311231,118568,118787,0
42706,11476,117961,118186,119719,118546,123285,118502,118549,0
20800,4732,118102,118497,119581,130403,137438,118750,130405,0
79162,47775,118433,118434,118188,119026,127537,10005,119028,0
38009,65460,118079,118080,117878,117879,118177,19721,117880,0
29043,70079,117993,117994,117995,117885,117889,19721,117886,0
35196,18719,118934,128502,136844,117968,291227,290919,117971,0
30812,11242,118109,118110,117920,119323,120531,19793,119325,0
15048,21105,117961,118326,121610,122587,306928,119202,122589,0
33194,51186,117961,118230,119133,118796,123872,118502,118799,0
84932,14104,117961,118300,120039,120059,310813,118574,120061,0
88820,5551,118129,118130,118240,125179,201224,295797,125180,0
22499,56199,117961,118052,118881,117905,117906,290919,117908,0
23105,14935,117961,118238,118566,118947,301759,118343,118949,0
748,11727,117947,118258,124105,119158,168889,118349,119160,0
3231,52687,117961,117962,118910,119346,4673,4673,119348,0
20296,38917,117927,118023,118976,179731,164570,117887,117973,0
17520,17116,117961,118350,127235,118777,279443,308574,118779,0
79168,11964,118602,118603,117941,117885,119398,117887,117888,0
37268,17645,117957,117958,117881,117879,120404,19721,117880,0
2252,18368,117961,118277,119169,118494,117906,290919,118495,0
38155,101084,117929,117930,117911,117887,117915,117889,117890,0
82585,7546,118061,118223,119585,120153,126013,10506,120155,0
44536,3838,117961,118225,119924,118321,118448,290919,118322,0
38458,50222,118079,118080,117878,117879,118177,19721,117880,0
25078,12657,117961,117964,118713,121935,148797,19793,121937,0
80959,95685,119012,119192,121134,117979,129362,19789,117981,0
18657,56808,118074,118075,117885,117879,118160,19721,117880,0
74848,21114,117961,117965,118370,117905,240983,290919,117908,0
18072,16365,118368,118802,118835,280788,286666,292795,119082,0
40701,29575,117961,117969,120574,119976,148648,19793,119978,0
75533,7010,117984,118309,118970,118688,129585,291133,118690,0
41118,20538,117961,118250,121594,120153,133052,118436,120155,0
20032,23842,117961,118367,120450,118321,117906,290919,118322,0
78099,50373,117916,118149,118801,118568,160073,19721,118570,0
25796,6366,117961,118339,118437,118777,279443,308574,118779,0
18332,3053,117961,118225,120663,121594,131163,4673,121596,0
73794,2827,117961,118024,119992,118321,117906,290919,118322,0
80495,59945,117961,118327,118414,118523,297508,118331,118525,0
39220,18470,117961,118390,119081,118321,117906,290919,118322,0
20337,58677,118233,118241,118015,117942,119134,292652,117944,0
7294,2939,117961,118157,119728,118321,118136,290919,118322,0
34508,4997,118290,118291,121108,119502,132803,117887,119503,0
29029,46704,91261,118026,118202,117905,117906,290919,117908,0
19628,7102,117961,118300,118706,118777,279443,308574,118779,0
18435,15616,119280,119281,118623,118995,286106,292795,118997,0
33392,3351,117961,118323,118932,118321,117906,290919,118322,0
81108,50641,118013,118325,118685,122645,118801,118847,122646,0
45012,141277,118822,118937,120061,118321,117906,290919,118322,0
23074,15982,117961,118413,123003,118685,120316,308574,118687,0
34483,4743,119062,130600,120663,117905,117906,290919,117908,0
77733,70872,118291,118490,118159,118338,118338,291917,118340,0
14354,19260,117941,118059,117906,117887,117887,19721,117888,0
1332,4286,118589,118675,120151,118976,123559,118526,118978,0
13936,38259,118211,118267,118001,118894,118671,292513,118895,0
43486,2008,117961,118386,118635,118556,118352,290919,118557,0
77260,12793,117931,118181,118275,118043,118393,270488,118046,0
18072,50306,118958,119152,118754,280788,280788,292795,119082,0
81157,12425,118233,118234,118508,126684,196540,292795,126685,0
34319,15510,118169,118170,118171,130479,185784,119784,130481,0
80331,19986,117961,118225,125139,120773,118959,118960,120774,0
75679,51345,117961,118052,120417,118702,125047,118704,118705,0
79161,14602,118587,118588,117940,118568,118552,19721,118570,0
41833,48935,117961,118364,119492,121208,308616,119013,121210,0
278393,51189,117961,118225,119164,118794,123900,118507,118796,0
45307,8159,117961,117963,119211,118642,306292,118635,118645,0
20266,14370,117958,118043,120249,118798,124997,118800,118801,0
28773,16297,118256,118257,118623,265906,193644,292795,118986,0
86385,5969,117961,118052,120373,118523,117906,290919,118524,0
38307,4756,118300,118301,124349,119642,130355,118190,119643,0
14496,53111,118094,118095,118003,117879,117905,19721,117880,0
13878,25208,118026,118027,117984,118385,121084,19721,118386,0
32712,8195,119475,119638,119516,118103,117906,290919,118106,0
28376,73825,118315,118463,119214,118784,121926,290919,118786,0
75867,45769,117961,118385,118947,122603,309865,119214,122605,0
39600,4743,119062,130600,120663,117905,117906,290919,117908,0
45691,28223,117964,118373,117916,118176,118857,19721,118178,0
77976,3811,120864,121013,118395,118396,269406,118398,118399,0
32348,28590,117961,118327,120685,307024,256202,118331,118332,0
20233,51040,117961,118150,119117,118804,158483,118749,118805,0
84257,56723,118315,118316,120361,133306,117906,118205,133308,0
19950,4511,117961,118300,119181,118784,117906,290919,118786,0
38263,19832,117961,118386,123757,118321,117906,290919,118322,0
40933,73047,117950,118091,117915,118568,285924,19721,118570,0
24094,18715,118042,118297,118908,118323,119341,118033,118324,0
42025,3927,117961,118234,119825,118382,118376,290919,118383,0
43491,16959,118145,118146,117881,122942,122942,19721,122943,0
30293,52687,117961,117962,118910,119346,4673,4673,119348,0
21638,6147,117961,118283,120317,124258,157706,118424,124260,0
39990,49567,118079,118080,117878,117879,118177,19721,117880,0
29107,51875,117961,118305,118342,119233,307006,118358,119235,0
23263,30652,117956,118285,118689,118564,123816,19783,118565,0
40969,1736,117961,119256,119257,118995,118806,292795,118997,0
29078,4847,117961,118300,118389,307024,210702,118331,118332,0
37677,58702,118256,118257,117945,126684,280788,292795,126685,0
75212,15921,117961,118377,123259,118321,117906,290919,118322,0
40428,71324,118769,118789,118955,117994,117906,290919,117996,0
25611,5389,118010,118289,122651,118585,146429,291362,118587,0
23087,5037,117961,118300,119959,119512,278351,118349,119514,0
41538,70026,118066,118471,118733,117922,240011,291010,117925,0
45369,7703,117961,118018,119094,118927,307173,118606,118930,0
83676,56248,118308,118349,118330,118111,245864,291969,118113,0
79414,2624,120274,120275,118284,117946,125711,292795,117948,0
1579,20437,117961,118225,120287,118901,133239,118398,118903,0
43183,3037,117993,118289,120203,128982,303184,6623,128984,0
80246,19828,117961,118385,123753,118321,117907,290919,118322,0
37393,14123,118431,118432,117941,117885,117905,117887,117888,0
45169,55181,118021,118064,119019,118282,118044,291110,118283,0
41363,16759,117961,118247,119057,120299,126645,118498,120301,0
40102,4763,119147,119178,120648,117905,117906,290961,117908,0
19952,18061,118137,118308,118582,118096,118993,292042,118098,0
19493,31152,117927,118017,119053,179731,143258,117887,117973,0
22705,994,117956,118277,119424,118480,130147,118482,118483,0
80509,18588,118241,118600,118634,118445,270824,118447,118448,0
79949,5470,118686,118687,118500,118238,206909,118235,118241,0
17605,3053,117961,118225,120663,121594,131163,4673,121596,0
19127,17778,119201,119357,132208,118614,117906,290919,118615,0
16932,50363,118092,118093,117880,117879,118062,19721,117880,0
17429,51756,118374,118225,117945,117946,119187,292795,117948,0
17428,3054,118290,118291,120661,118652,268290,118401,118655,0
79119,16327,118558,118559,117976,280788,160513,292795,119082,0
39682,17927,117961,118368,120243,118321,117906,290919,118322,0
103986,4661,117961,118243,123683,307024,311622,118331,118332,0
32427,22144,117961,118413,123107,118685,120316,308574,118687,0
95174,278563,118602,118603,117941,118568,118568,19721,118570,0
27778,27898,118332,47895,117920,118435,243213,19721,118437,0
933,16692,117961,118103,122409,122412,234840,118435,122413,0
39234,18341,117961,118386,119188,118301,120813,290919,118303,0
19283,655,117961,118322,122400,118661,240983,290919,118663,0
75902,7027,117961,118094,119252,118386,285403,295267,118388,0
1407,15613,117961,118354,118366,117974,117906,290919,117976,0
74626,20389,117961,118312,119197,119643,311047,118366,119645,0
80689,11011,117961,118249,119070,307024,311622,118331,118332,0
35687,65007,118527,118528,117882,117879,117987,19721,117880,0
29817,5260,118248,118538,6104,118212,117906,290919,118213,0
278393,4187,117984,118291,118946,118895,223736,118307,118897,0
16899,8977,117961,118400,17330,118640,120642,290919,118642,0
77915,858,117961,118327,118529,118777,279443,308574,118779,0
106968,10971,117961,118123,121141,120981,137619,118675,120982,0
63141,9884,118040,118308,118546,120500,191503,276524,120502,0
25993,25760,118090,118093,118007,118024,135723,19734,118025,0
41083,5562,117961,118247,17705,122562,252754,120139,122563,0
38231,49954,118050,118051,117878,117879,118134,19721,117880,0
23226,4071,117961,118121,118776,118321,117906,290919,118322,0
291643,40231,118404,118743,119603,292328,269972,216050,118752,0
16092,50423,118098,118099,117881,117879,118013,19721,117880,0
15282,19617,117975,119050,117996,118485,281693,19731,118487,0
22658,125432,117905,117928,120171,120865,140262,118398,120867,0
20946,17950,117962,117963,118665,123345,143174,19792,123347,0
222,7835,117961,118327,119192,118321,117906,290919,118322,0
38931,19147,117961,118403,118734,118624,117906,290919,118625,0
37349,14392,117986,117987,117901,117885,117909,117887,117888,0
34221,7431,121290,121310,119426,117913,117914,291315,117916,0
42913,4219,118099,118346,120552,119740,196340,118413,119742,0
86190,77813,117961,118368,118668,122414,236493,284687,122417,0
35785,6699,122192,122255,119967,117932,117932,292155,117934,0
16776,3270,117961,118225,119964,120005,123784,270488,120007,0
8172,46704,91261,118026,118202,117905,117906,290919,117908,0
80713,4432,117961,118304,119021,118321,117906,290919,118322,0
79913,16435,117961,118437,124149,118871,311377,118415,118873,0
14577,4583,118317,118326,118880,118938,216198,118940,118941,0
90034,19774,118521,118537,120783,118556,119765,290919,118558,0
80052,8055,119783,119784,119344,118144,117906,290919,118146,0
112570,8061,117961,118052,120616,118321,117906,290919,118322,0
22674,2606,117961,118323,118330,118559,118677,290919,118560,0
922,2918,117961,118329,119924,118777,279443,308574,118779,0
15468,3067,117961,118326,122422,118059,118107,290919,118061,0
26673,5191,117961,118324,120746,119731,164153,3391,119733,0
42174,15669,117961,118052,119690,118353,117906,290919,118354,0
80772,56228,117961,118201,130815,118321,118184,290919,118322,0
45254,16323,118460,118461,117941,117899,118408,19721,117900,0
44976,52417,118555,118178,118556,117946,118557,292795,117948,0
41862,10685,117961,118316,122342,118777,279443,308574,118779,0
25933,51345,117961,118052,120417,118702,125047,118704,118705,0
17286,3053,117961,118225,120663,121594,131163,4673,121596,0
17839,177450,120572,120573,120945,119363,203764,119153,119366,0
26158,15880,117993,118082,120355,119550,127590,118689,119552,0
80485,51345,117961,118052,120417,118702,125047,118704,118705,0
38775,55949,117961,118142,118800,118208,240983,290919,118210,0
37514,71327,117961,118386,118480,118784,118785,290919,118786,0
16719,3270,117961,118225,122870,118563,123784,270488,118565,0
42036,19723,118266,118272,118317,118715,129427,19764,118717,0
36239,20886,117961,118382,128383,126774,131921,118638,126776,0
25835,70062,117961,118386,118746,117905,240983,290919,117908,0
28302,22250,118118,118119,117976,117889,117897,19721,117890,0
7441,19831,118157,118511,123644,118403,118558,290919,118404,0
15928,4309,117961,118257,120112,121594,130027,4673,121596,0
41640,4124,118159,118230,118689,119073,302001,118322,119075,0
42692,70078,91261,118026,118063,128422,133060,118453,128424,0
33093,14690,117961,118302,123717,118487,153648,118447,118490,0
33462,1168,117961,118039,120387,118321,117906,290919,118322,0
45646,4011,118172,118391,120065,118241,118344,290919,118242,0
36461,12845,117961,118238,118443,118980,301534,118295,118982,0
22980,3801,117961,118113,118667,118400,117906,290919,118401,0
42738,4557,117961,118109,120278,121625,162872,118466,121627,0
33137,89000,121417,121418,118251,271000,156651,292795,119019,0
20270,92649,118098,118099,117941,117879,117886,19721,117880,0
75165,858,117961,118327,118529,118777,279443,308574,118779,0
34180,16062,117961,118086,120318,118674,117906,290919,118676,0
18265,71215,117961,118386,118404,118784,118785,290919,118786,0
33607,4840,117961,118300,118384,307024,210308,118331,118332,0
98494,4367,117961,118382,119960,118321,117992,290919,118322,0
34731,47566,117961,118374,119217,121869,309188,119109,121872,0
26717,5826,117961,118348,119733,118487,117906,290919,118488,0
5532,4230,79811,118239,119518,119963,196012,118680,119965,0
37668,3391,118254,118486,118631,119411,302225,118335,119413,0
79326,7183,117961,118192,121403,118321,117906,290919,118322,0
78191,3968,118391,118596,119431,120425,307608,118424,120427,0
91707,18508,117961,117983,118504,118431,117906,290919,118432,0
18620,50669,117961,118314,119738,120137,267289,118433,120139,0
80379,4282,117961,118270,119375,118777,279443,308574,118779,0
39652,25329,118212,119763,123173,119849,263199,118638,119851,0
15242,3061,117961,118376,120141,118321,117906,290919,118322,0
39757,4068,117961,118225,119889,118321,118263,290919,118322,0
33404,4397,117961,118250,119158,118412,117906,290919,118413,0
17755,11580,117961,118341,119271,121594,127766,4673,121596,0
80731,19829,119009,119057,122924,118784,121571,290919,118786,0
15602,18134,117961,118171,120909,121067,309518,118892,121069,0
80956,5109,117961,118330,119574,118307,240983,290919,118308,0
75804,47670,118373,118374,118023,125799,281399,292795,125800,0
15948,48286,118102,118178,118838,117946,119215,292795,117948,0
960,2613,118115,118203,119241,118042,123706,292313,118044,0
74447,17614,117902,118041,118042,118043,118044,270488,118046,0
76275,7259,117961,118266,118492,118275,117906,290919,118276,0
31821,14925,117961,118080,118952,118744,117906,290919,118746,0
15139,59416,119390,119424,125378,119098,130376,119092,119101,0
25601,15743,117961,118052,120417,119525,127289,118704,119527,0
35273,73613,118286,118456,119148,118784,121671,290919,118786,0
27664,71232,118094,118095,118096,117890,117892,19721,117891,0
7261,19832,117961,118386,123757,118321,117906,290919,118322,0
16304,5270,117961,118174,120236,118026,117906,290919,118029,0
78860,17672,117961,118443,120169,118354,168404,118215,118355,0
85729,4279,117961,118125,120772,118666,117906,290919,118668,0
58814,9750,118624,118625,118327,179731,134412,117887,117973,0
18987,18073,118256,118257,118623,118995,286106,292795,118997,0
40361,10174,91261,118026,118202,118308,118006,290919,118309,0
37618,18551,118734,118992,129030,118503,117906,290919,118505,0
80757,21325,118836,118938,122956,119022,121513,290919,119024,0
75214,70243,117961,118327,118492,118471,125738,118453,118474,0
44423,18214,117961,118338,122354,118321,117906,290919,118322,0
41163,14671,117961,118052,120417,119072,126055,118704,119075,0
20299,20001,117929,117930,119569,179731,250168,117887,117973,0
14363,55865,117978,117980,118932,119278,168110,19793,119280,0
37396,10593,118158,118162,19729,123910,276459,118891,123912,0
28423,14557,118561,118562,117970,117899,117898,19721,117900,0
19577,3737,117939,117940,117920,118568,124258,19721,118570,0
23205,55980,117982,117983,117878,117898,119048,19721,117899,0
16315,60309,118295,118296,117987,117879,117893,19721,117880,0
74166,7675,117961,118263,120671,118321,117906,290919,118322,0
38818,3657,118256,118426,119645,123443,135767,118482,123444,0
21333,12024,118770,118860,99218,123988,132592,119881,123990,0
32344,2736,118006,118007,120777,118811,130740,118486,118813,0
41134,6243,117961,118164,119534,118321,117906,290919,118322,0
6496,71897,118990,118991,118992,117905,117906,290919,117908,0
32553,4707,118091,118296,120821,119084,278113,118210,119085,0
36677,70078,91261,118026,118063,128422,128423,118453,128424,0
1432,2193,118037,118123,121461,118052,118043,117887,118053,0
18798,7391,117961,118300,118521,118777,279443,308574,118779,0
14782,16130,117961,118234,122773,118888,152148,118442,118891,0
77955,8342,91261,118026,118202,117905,117906,290919,117908,0
33410,4997,118290,118291,121108,119502,132803,117887,119503,0
80502,16514,117961,118300,120880,118722,118667,290919,118724,0
37693,6325,117961,118163,118611,118052,240983,290919,118054,0
19756,21715,117961,118420,118666,118321,117906,290919,118322,0
80676,11668,117961,118236,119157,307024,311622,118331,118332,0
21054,3761,117961,118293,119993,122649,118706,118872,122650,0
74487,3442,119663,119664,119419,118656,263739,118438,118658,0
77893,31295,117961,118300,124245,118563,118365,290919,118564,0
70030,278563,118602,118603,117941,118568,118568,19721,118570,0
37852,15510,118169,118170,118171,130479,185784,119784,130481,0
20726,20231,117961,118335,122836,119477,167022,118532,119479,0
79648,15779,117961,118300,19772,118321,117906,290919,118322,0
45469,51873,118021,118022,117927,117894,117957,19721,117895,0
62876,35122,117934,118713,118944,280788,280788,292795,119082,0
43876,56593,118079,118080,117878,117879,118177,19721,117880,0
34384,46704,91261,118026,118202,117905,117906,290919,117908,0
22068,72209,117961,118225,124948,118451,130134,118453,118454,0
44930,7467,118445,118154,118138,118015,118890,292447,118017,0
17630,6689,117961,118302,118804,118777,279443,308574,118779,0
33059,54922,118048,118112,118680,118846,118791,291477,118848,0
25521,5803,117961,118300,119719,118054,118443,117887,118055,0
29091,63284,118326,118327,117880,118568,288631,19721,118570,0
3765,19495,117961,118410,118476,118308,117906,290919,118309,0
33229,1725,117902,117903,118507,118028,118368,117887,118030,0
40452,44237,118256,118257,118623,262953,193644,292795,118967,0
37970,49434,117994,117995,117878,117879,118052,19721,117880,0
74367,18976,118075,118962,120078,118650,136534,118163,118706,0
81172,6429,117961,118147,120327,118321,117906,290919,118322,0
33233,1350,117961,118052,120096,118321,117906,290919,118322,0
15525,20940,117961,118331,121472,122496,307094,119200,122498,0
29015,6416,117961,118199,120488,118321,117906,290919,118322,0
33288,3270,117961,118225,119781,120097,123784,270488,120099,0
19844,17981,117961,118303,118883,118321,117906,290919,118322,0
23116,7787,117961,118186,119801,117905,117906,290919,117908,0
35080,9178,117939,117994,123339,119151,165534,19767,119152,0
20293,51095,117926,118124,118344,179731,130506,117887,117973,0
18965,20930,117928,117929,119565,179731,119421,117887,117973,0
926,1602,117961,118300,118731,118321,117906,290919,118322,0
31994,3270,117961,118225,119781,120097,123784,270488,120099,0
6641,7212,117961,118300,124725,118784,117906,290919,118786,0
30605,4933,117961,118300,118458,307024,215389,118331,118332,0
23504,4729,117961,118300,118301,118054,118443,117887,118055,0
74874,15855,117961,118290,119993,120388,311390,118438,120390,0
32993,55034,118080,118135,118566,118869,118793,291682,118871,0
52722,801,117961,118342,119177,118449,130107,118450,118452,0
79857,4337,118264,118551,123781,128230,302830,4673,128231,0
42924,7781,117961,118135,122493,121430,165842,118485,121432,0
20423,27633,117961,118320,121080,118219,117906,290919,118220,0
33674,71196,118112,118228,118989,118519,119628,290919,118520,0
79591,19255,117961,118273,123792,120239,118827,118722,120266,0
15934,50596,118185,31010,117907,118815,118903,19767,118816,0
72478,6760,118748,118770,118992,118321,117906,290919,118322,0
9796,15412,117961,118343,127705,119849,170027,118638,119851,0
39376,13284,117947,118033,118156,118402,208930,292322,118404,0
37086,46832,117989,117990,118810,119665,128943,19793,119667,0
75282,4392,117961,118050,118979,118321,240983,290919,118322,0
28250,71342,117961,118386,120992,118318,168365,118205,118319,0
87713,49574,117961,118052,118391,120773,118959,118960,120774,0
24919,3584,118043,118329,119976,119450,128572,118289,119452,0
27690,17196,118512,118752,122106,120138,281057,118400,120139,0
43811,3255,117961,118301,119450,118050,118095,290919,118053,0
77811,16378,118100,119149,123160,119201,265965,118531,119203,0
18913,27518,117929,117930,119569,179731,189350,117887,117973,0
42726,5823,118544,118739,118812,119121,128088,118139,119123,0
15827,12373,118965,119053,119343,118735,286468,292347,118737,0
16618,55722,118067,118125,118614,118185,118230,291595,118187,0
15378,6577,117961,118316,119118,121594,127978,4673,121596,0
6447,1420,117961,118321,119566,118110,117906,290919,118112,0
89791,24760,117961,118357,122686,124617,157600,118525,124619,0
28001,49709,11146,118491,117905,117882,117902,80253,117884,0
40038,3761,118290,118291,119864,118603,193150,118348,118606,0
83937,5066,117961,118365,120064,118321,117906,290919,118322,0
44103,2594,117961,118300,120410,128230,302830,4673,128231,0
90987,2436,117961,118382,122488,118584,121215,290919,118586,0
19082,4933,117961,118300,118458,307024,215389,118331,118332,0
28727,7094,117961,118398,120157,118321,240983,290919,118322,0
40640,5483,118356,118601,120442,118171,117906,290919,118173,0
27603,2515,117961,118355,118729,118321,240983,290919,118322,0
80522,3811,120864,121013,118395,118396,269406,118398,118399,0
19342,55626,118011,118012,117947,117879,118018,19721,117880,0
36475,56623,118006,118007,118135,117943,118098,117887,117946,0
15906,11170,117961,118320,13248,118321,117906,290919,118322,0
39652,16781,119803,119829,136311,118321,117906,290919,118322,0
79742,54618,117961,118052,118992,118321,117906,290919,118322,0
80997,56934,117961,118352,139067,118321,118373,290919,118322,0
17051,3702,118143,118294,119728,119469,273577,118504,119471,0
521,5467,117933,118163,118786,118561,164859,118007,118562,0
44721,4592,117961,118326,118391,118318,235303,290919,118319,0
40609,11666,91261,118026,118202,118302,118058,290919,118303,0
80803,4520,117961,118280,119401,118666,118043,290919,118668,0
24338,15390,117961,118300,118301,120344,311360,118424,120346,0
7110,5183,117961,118120,119965,118675,117906,290919,118676,0
79075,4933,117961,118329,10237,118321,117906,290919,118322,0
79416,5195,118472,118473,118740,118207,197270,118206,118209,0
27942,59389,118818,119411,117887,118325,276738,19721,118327,0
76440,12970,118168,118196,118732,118776,286476,292237,118778,0
20822,4470,117961,118187,119418,118531,117906,290919,118533,0
31654,12745,117961,118252,119904,118777,279443,308574,118779,0
80606,4009,117961,118304,118953,118321,117906,290919,118322,0
45904,24836,118006,118007,117941,117883,117897,19721,117884,0
21084,29970,117965,118228,118521,118426,121872,19770,118427,0
56088,3859,117961,118323,118876,118269,127524,118194,118271,0
43665,52687,117961,117962,118910,119346,4673,4673,119348,0
79299,7359,117961,118300,119715,307024,311622,118331,118332,0
87202,4162,117961,118216,119844,120886,155754,118619,120888,0
14920,2187,117961,118239,118951,118321,117906,290919,118322,0
26742,49620,117961,118334,118553,119338,311251,118496,119340,0
40461,13850,117961,118386,118498,307024,307014,118331,118332,0
29086,70700,118750,118751,118018,118383,130924,19721,118384,0
293639,52703,117961,118187,118716,118602,120924,196378,118603,0
18072,8423,117934,118060,117945,280788,280788,292795,119082,0
80501,21023,117961,118052,120398,307024,311622,118331,118332,0
41770,6861,117978,117979,117891,117879,117886,19721,117880,0
27268,70062,117961,118386,118746,117905,240983,290919,117908,0
23484,16967,117949,118280,118693,118065,118393,117925,118067,0
34331,17754,118256,119109,118623,118799,286106,292795,118801,0
29498,52687,117961,117962,118910,119346,4673,4673,119348,0
14143,22169,118100,118101,119735,117890,117897,19721,117891,0
33361,17330,118192,119130,118702,118849,287146,292389,118851,0
1801,13742,117961,118240,122274,124162,128213,118596,124164,0
1676,10428,117942,118229,122836,118915,168488,118247,118916,0
28774,51345,117961,118052,120417,118702,125047,118704,118705,0
34093,6405,117961,118334,118501,118777,279443,308574,118779,0
41601,17245,91261,118026,118202,118278,118252,290919,118279,0
23223,4502,117961,118300,120312,120885,157234,118424,120887,0
20265,2052,117937,117968,120573,118621,130211,118623,118624,0
18614,192811,120572,120605,120795,119150,211660,119152,119153,0
75654,6876,117990,118304,118979,118664,129461,291186,118666,0
21751,70062,117961,118386,118746,118126,117906,290919,118128,0
39264,31334,118256,118257,118623,118995,286106,292795,118997,0
35026,4903,118290,118291,118825,118293,196697,118295,118296,0
74550,6547,117961,118134,118812,118386,284984,296202,118388,0
92795,5286,117961,118274,121923,307024,311622,118331,118332,0
74775,11196,117961,118011,118700,118321,240983,290919,118322,0
37210,73652,118218,119480,117908,117888,263389,19721,117889,0
18667,4093,117961,118057,118996,118331,117906,290919,118332,0
40176,17435,118009,118108,120464,119747,129196,118671,119749,0
13923,18102,117962,118519,118722,118787,120768,19786,118789,0
14344,21671,118024,118025,117939,117898,117896,19721,117899,0
80476,49574,117961,118327,118391,120773,118959,118960,120774,0
28446,46663,118256,118257,118623,259173,193644,292795,118943,0
19712,18078,118256,118257,118623,118995,286106,292795,118997,0
25843,15079,117961,117998,118366,118744,117906,290919,118745,0
20721,3053,117961,118225,120663,121594,131163,4673,121596,0
35167,58049,117961,118271,118512,118414,118083,290919,118415,0
30205,6593,117961,118340,119963,118321,240983,290919,118322,0
35685,7047,117961,118309,118729,118387,119598,270488,118389,0
26825,4607,116715,118322,118438,118325,235144,291113,118326,0
32060,4743,119062,130600,120663,117905,117906,290919,117908,0
75645,17629,117994,118408,119181,118762,125020,290966,118764,0
93750,2208,117961,118413,121702,118714,122851,290919,118716,0
42870,5228,119596,119597,168533,120789,301124,118424,120791,0
44976,7701,118555,118178,117945,117946,119114,292795,117948,0
74397,18589,117961,118262,119421,118636,310897,118567,118639,0
37339,2594,117961,118300,120410,128230,302830,4673,128231,0
79522,4854,118336,118337,118551,118507,212836,118507,118510,0
76148,94883,118645,118658,118593,121237,152100,118800,121239,0
78578,4936,117961,118342,118292,124574,124497,118423,124576,0
80575,18044,117961,118386,118522,118321,117906,290919,118322,0
29016,6411,117961,118200,120487,118321,117906,290919,118322,0
1020,5483,117961,118418,122039,118601,119765,304539,118603,0
22955,914,117961,118403,119440,118321,117906,290919,118322,0
44742,84241,118578,118222,119247,117943,119188,292691,117945,0
74477,14758,117961,118225,120054,118702,311064,118704,118705,0
5376,35362,117961,118313,121504,118499,122019,299573,118500,0
9784,21652,118028,118690,118961,118375,158508,118377,118378,0
23120,7826,117961,118157,119631,117905,117906,290919,117908,0
19877,15232,117961,118078,95044,120347,302512,16318,120349,0
41559,7284,91261,118026,118202,118321,117906,290919,118322,0
77393,26947,117961,118368,118609,120422,309351,118424,120424,0
24364,4797,117961,118300,118319,118077,119584,117963,118079,0
33451,1651,117961,118184,119607,118321,117906,290919,118322,0
76819,28803,118256,118257,118623,275803,193644,292795,119049,0
15597,16016,118093,118235,117941,118849,132556,19736,118851,0
75929,7525,118860,118894,118917,118313,117906,290919,118314,0
31418,19398,117961,118345,123341,118376,117906,290919,118377,0
7293,19725,117961,118401,120806,118321,117906,290919,118322,0
45315,56644,118256,118114,118471,118134,118506,291852,118135,0
18807,17728,117961,118446,119986,118318,168365,118205,118319,0
20230,18047,118000,118368,118535,118270,118151,291172,118271,0
34521,18175,118373,118665,118817,118161,123829,291505,118163,0
36398,24619,118457,118651,117918,119374,127560,19764,119375,0
40464,4743,119062,130600,120663,117905,117906,290919,117908,0
25979,12615,117961,118285,122414,128075,130717,118477,128077,0
35752,7032,117961,118052,118992,118259,287351,290919,118261,0
21340,22789,117961,118382,121258,118777,279443,308574,118779,0
69539,52554,118261,118262,117923,118119,120403,19721,118120,0
30203,20447,117927,117928,117902,117879,117882,19721,117880,0
34930,3922,117961,118283,118611,118321,117906,290919,118322,0
298981,18614,118142,118205,118040,119134,125892,270212,119136,0
2273,2440,118590,118708,118591,119878,306190,118415,119880,0
1434,13876,117961,118386,118404,118841,240982,118643,118843,0
36968,23873,118751,119068,117944,119897,127369,19792,119898,0
77705,4382,117961,118282,119164,118321,117906,290919,118322,0
45015,53538,118255,118114,118775,118135,118228,291849,118136,0
49205,5919,117961,118446,16232,121594,302830,4673,121596,0
40316,71604,118400,118644,118722,118408,118409,290919,118411,0
2829,19760,117961,117962,118352,118321,117906,290919,118322,0
21005,13876,117961,118386,118404,118841,240982,118643,118843,0
35185,73430,118261,118451,119091,118784,121451,290919,118786,0
38350,57659,118155,55643,117902,117885,117913,117887,117888,0
41680,2837,118887,118888,118631,120344,303717,118424,120346,0
31563,11084,119985,120274,120395,132142,133225,118854,132144,0
77790,49574,117961,118124,118391,120773,118959,118960,120774,0
20576,55133,117941,117942,118213,118655,246114,19746,118657,0
57339,300053,118143,118144,118304,118106,120495,19721,118107,0
78730,53187,117961,118232,119682,118321,117906,290919,118322,0
